iter	RMSE
0	0.005749421001
1	0.005731293907
2	0.005705801025
3	0.005690808239
4	0.005678150914
5	0.005653838612
6	0.005638448796
7	0.005623189648
8	0.005603944703
9	0.005587191261
10	0.00557201378
11	0.005549593875
12	0.005528957789
13	0.005496408036
14	0.005476727193
15	0.005463139713
16	0.005447229553
17	0.005413965433
18	0.005398115752
19	0.005385147013
20	0.005369140887
21	0.005356006371
22	0.005337240759
23	0.00532888102
24	0.005310442053
25	0.005296428569
26	0.00528208507
27	0.005264942677
28	0.005240471118
29	0.005228039001
30	0.00521069981
31	0.005192461873
32	0.00517549254
33	0.005163661502
34	0.005149701037
35	0.005122720803
36	0.00511123747
37	0.005092603487
38	0.005075864539
39	0.005062825375
40	0.005049193838
41	0.005031148608
42	0.005014617764
43	0.005005610789
44	0.004997040236
45	0.004981750297
46	0.004967878199
47	0.004953804937
48	0.004932773283
49	0.004922669235
50	0.004913860636
51	0.004898693066
52	0.004884804215
53	0.00487789837
54	0.004864496521
55	0.004852124705
56	0.004839498932
57	0.004826786908
58	0.004812854625
59	0.004801204689
60	0.004792555245
61	0.004768057387
62	0.004749140355
63	0.0047331218
64	0.004723227372
65	0.004693569344
66	0.00469332975
67	0.004681305769
68	0.004668775607
69	0.004660342162
70	0.004649744539
71	0.004635699228
72	0.004626588376
73	0.004615904915
74	0.004607238061
75	0.00458968949
76	0.004581591603
77	0.004565286532
78	0.004554056574
79	0.004537776712
80	0.004530194157
81	0.004512558887
82	0.004506722021
83	0.004482826978
84	0.004465666516
85	0.004449338381
86	0.004434529629
87	0.004424228269
88	0.004416171926
89	0.004403189242
90	0.004390232817
91	0.004372261579
92	0.004363902893
93	0.004357624043
94	0.004347845024
95	0.004340445631
96	0.004331617326
97	0.004325930947
98	0.004309470727
99	0.004297028011
100	0.004292060476
101	0.004277115015
102	0.004268857139
103	0.00426882229
104	0.004261639046
105	0.004256384389
106	0.004249652991
107	0.004240511823
108	0.004234642905
109	0.004223880576
110	0.004212306949
111	0.004191351411
112	0.004176911284
113	0.004162092255
114	0.00415111218
115	0.004128464961
116	0.004118267611
117	0.004100580786
118	0.004089022835
119	0.004082554559
120	0.004075990125
121	0.004070348173
122	0.004063265278
123	0.004053398187
124	0.004045316973
125	0.004034605315
126	0.004016674271
127	0.004016607249
128	0.004010705205
129	0.004000080374
130	0.003993314327
131	0.003985954143
132	0.003980087302
133	0.003972552487
134	0.003967852855
135	0.003953773874
136	0.00394343347
137	0.00392780095
138	0.003914409871
139	0.003907038213
140	0.003885770052
141	0.003876569808
142	0.003864095164
143	0.00385345355
144	0.003847102411
145	0.003829261966
146	0.00381344017
147	0.003799627193
148	0.003793776651
149	0.003786783749
150	0.003772297902
151	0.003760684432
152	0.003751674047
153	0.003746290633
154	0.003732391774
155	0.003722694431
156	0.003713697776
157	0.00370486496
158	0.003700507803
159	0.003691737132
160	0.003683571986
161	0.003677405848
162	0.003673878638
163	0.003668811165
164	0.00366089931
165	0.003650617342
166	0.003646049293
167	0.003635268543
168	0.003629896883
169	0.003625450989
170	0.003616779724
171	0.00361042106
172	0.003604973546
173	0.00359903828
174	0.003595193678
175	0.003589942069
176	0.003584280209
177	0.003579828148
178	0.0035724487
179	0.003568759773
180	0.003557996232
181	0.003551579679
182	0.00353712862
183	0.00352277131
184	0.003517549207
185	0.003507857853
186	0.003502785123
187	0.003497418198
188	0.003492985632
189	0.003488305416
190	0.003486037724
191	0.003481559959
192	0.003475440518
193	0.003470741076
194	0.003462447615
195	0.003458884543
196	0.003447287168
197	0.003436757629
198	0.003431372706
199	0.003427676575
200	0.003423649409
201	0.003418886307
202	0.00341540035
203	0.003404217109
204	0.003400586815
205	0.003395473369
206	0.003389855302
207	0.003378438773
208	0.003369984182
209	0.003357313201
210	0.003337529239
211	0.003326646723
212	0.003322643926
213	0.003319025655
214	0.003308992401
215	0.003298106883
216	0.00329084547
217	0.003282437765
218	0.003270818004
219	0.003264804732
220	0.003261179117
221	0.003256748129
222	0.003248145997
223	0.003243150254
224	0.003231141915
225	0.003223977365
226	0.003220923151
227	0.00321503332
228	0.003211615992
229	0.003206272405
230	0.003201861324
231	0.003198959216
232	0.003183296265
233	0.003174473729
234	0.003170084502
235	0.003165477589
236	0.003162559752
237	0.003146540002
238	0.003143269447
239	0.003134798799
240	0.003127003845
241	0.003114144338
242	0.003109655313
243	0.003100243777
244	0.003092311863
245	0.003084202023
246	0.003080176617
247	0.003069523904
248	0.003058485771
249	0.003043788252
250	0.003039415038
251	0.003032770485
252	0.003026083488
253	0.003022763256
254	0.003015246606
255	0.003008962216
256	0.003005786939
257	0.002996137814
258	0.00298933286
259	0.002986569742
260	0.002982842938
261	0.002976651176
262	0.002973905762
263	0.002960440219
264	0.002955739434
265	0.0029480314
266	0.002944156019
267	0.002931392008
268	0.00292902219
269	0.002919836468
270	0.002916252355
271	0.002903784181
272	0.002892209943
273	0.002884220927
274	0.002881247323
275	0.002869514768
276	0.00286400303
277	0.002860323305
278	0.002856647751
279	0.002854376033
280	0.002850566041
281	0.002842919369
282	0.002832971818
283	0.002821380873
284	0.002812762885
285	0.002808231674
286	0.002805105064
287	0.002801603044
288	0.002792797449
289	0.002779416687
290	0.002770080934
291	0.002766378035
292	0.002763918853
293	0.002759766383
294	0.002757244471
295	0.002746519477
296	0.002742068598
297	0.002737445737
298	0.002729537662
299	0.002718723761
300	0.002709549191
301	0.002706222447
302	0.002700393206
303	0.002686634325
304	0.002676890506
305	0.002668232797
306	0.002662417089
307	0.002658358908
308	0.002650373136
309	0.0026469038
310	0.002643629141
311	0.002634479292
312	0.00263178396
313	0.002630043396
314	0.002622739633
315	0.002619248956
316	0.002613504197
317	0.002603684536
318	0.002596682152
319	0.002593057858
320	0.002586994767
321	0.002575524697
322	0.002566842647
323	0.002558467529
324	0.002555543321
325	0.002551456305
326	0.002543913655
327	0.002536190443
328	0.002523948306
329	0.002513158895
330	0.002504848155
331	0.00249968787
332	0.002494147112
333	0.00248665313
334	0.002478548353
335	0.002476290225
336	0.00247123723
337	0.002469057938
338	0.002456961955
339	0.00244948033
340	0.002445829639
341	0.002443488093
342	0.002436991903
343	0.002432394262
344	0.002429246764
345	0.002426928038
346	0.002421350276
347	0.002417966406
348	0.002410593418
349	0.002404320438
350	0.002396799158
351	0.002388690227
352	0.002385787655
353	0.002384111518
354	0.002376954155
355	0.002374987256
356	0.002366800196
357	0.002360145177
358	0.002356474962
359	0.00234752615
360	0.00234539209
361	0.002339359203
362	0.002337626644
363	0.002333685939
364	0.002324245391
365	0.002317339762
366	0.002315768868
367	0.002313952683
368	0.002311875157
369	0.002307220683
370	0.002305260631
371	0.00230234603
372	0.002298197206
373	0.002290584574
374	0.002288347879
375	0.002285484009
376	0.002280848911
377	0.002277787726
378	0.002275973087
379	0.002271138622
380	0.00226774345
381	0.002264922843
382	0.002259731565
383	0.002253366081
384	0.002250198695
385	0.00224369084
386	0.00224201025
387	0.002237917329
388	0.002230613549
389	0.002225880721
390	0.002221582743
391	0.002216096081
392	0.002213529276
393	0.002206056289
394	0.002200722485
395	0.0021987389
396	0.002194290761
397	0.002189318429
398	0.002186933638
399	0.002182137667
400	0.002173722623
401	0.002167171937
402	0.002164306832
403	0.002163473177
404	0.002161136929
405	0.002159842
406	0.002154435337
407	0.002152660375
408	0.002148042951
409	0.002144655
410	0.002142564891
411	0.002141532059
412	0.002136020273
413	0.002131502731
414	0.002127471633
415	0.002117219573
416	0.002108389384
417	0.002100913482
418	0.002098437163
419	0.002094415259
420	0.002091531704
421	0.002088279682
422	0.002084513228
423	0.00207889656
424	0.002072047628
425	0.002067259399
426	0.002065680288
427	0.002063656562
428	0.002062267237
429	0.002058462022
430	0.002052373795
431	0.002045566152
432	0.002041826825
433	0.002039539939
434	0.002037122593
435	0.00203325117
436	0.002029485501
437	0.002024601191
438	0.002022276689
439	0.002021029166
440	0.002018144585
441	0.002016880823
442	0.002012411329
443	0.002008209505
444	0.002004339866
445	0.002001150616
446	0.001995170472
447	0.001993541777
448	0.001990702892
449	0.001984596111
450	0.001983334771
451	0.001977692048
452	0.001971393111
453	0.001968201008
454	0.001964302359
455	0.001962717784
456	0.001961423779
457	0.001959781133
458	0.001956115349
459	0.001949453542
460	0.001946521936
461	0.001943188871
462	0.001941796252
463	0.00194042313
464	0.001939195727
465	0.001936998903
466	0.001932578015
467	0.001927635811
468	0.001922284314
469	0.001920507454
470	0.001915290122
471	0.001910664404
472	0.001909385618
473	0.001906915486
474	0.001904179782
475	0.001901090891
476	0.001896776153
477	0.001894501503
478	0.001885866779
479	0.001884947006
480	0.001881026083
481	0.001876020067
482	0.001872288417
483	0.001867990564
484	0.001865508428
485	0.001860576946
486	0.001855423426
487	0.001853025352
488	0.001851746037
489	0.001849476788
490	0.001843816139
491	0.001839904114
492	0.001837088536
493	0.001834396069
494	0.001832344106
495	0.00182949552
496	0.001826741473
497	0.00182176509
498	0.001820454685
499	0.001817003736
500	0.00181533225
501	0.001809753758
502	0.001806776352
503	0.001802444556
504	0.001798878102
